Name,Price,Depreciation,Reg_Date,Total_Days_COE,M_Date,Mileage ,Transmission,Engine_Cap,Road_Tax,Power,CurbWeight,features,accessories,description,coe,omv,arf,deregValue,noOfOwners,typeOfVeh,category,availability
Toyota Estima 2.4A Aeras (COE till 01/2022),33000,10600,23-Jan-07,1134,2006,"195,000 km ",Auto,2362,1802,125.0 kW (167 bhp) View specs of the Toyota Estima (2006-2010),1750,"2.4L DOHC VVTI Engine. Keyless Entry, Push Start, Twin Moon Roof, Power Sliding Doors, Dual Zone Climate Aircon.","Leather Seats, Sports Rims, DVD Touchscreen Player With Reverse Camera, Roof And Seat Mount Monitor.",Schedule A Test Drive Today. Viewing Is Strictly By Appointment Only.,26330,29196,32116,16390,2,MPV,"COE Car, Consignment Car",TRUE
Toyota Wish 1.8A X,84800,9480,2-Nov-16,2874,2016,"40,000 km ",Auto,1798,976,105.0 kW (140 bhp) View specs of the Toyota Wish (2009-2018),1360,"1.8L DOHC With Dual VVT-i Valvematic Engine, 7 Speed CVT Gearbox. ABS And SRS Airbags. Keyless And Push Start.","Leather Seats, Sports Rims, CD And DVD Player With Reverse Camera. Knockdown Rear Seats.","1 Owner Unit. Well Maintained By Previous Owner. Great For Big Family And Long Distance Travel! Reliable And Easy To Maintained, Low Depreciation Family Car! Call To View Now Before It Is Too Late! In House Loan",56889,19955,19955,59854,1,MPV,PARF Car,TRUE
Nissan Qashqai 1.2A DIG-T Premium,73000,8500,23-Sep-16,2834,2016,"57,000 km ",Auto,1197,508,85.0 kW (113 bhp) View specs of the Nissan Qashqai (2014),1285,"6 Airbags, ABS, Fuel Efficient 1.2L Turbocharged Engine, X-Tronic CVT Transmission, Keyless Start/Stop, NCAP 5 Star Safety.","Front/Back Camera, Leather Seats, Touchscreen Unit, Multi-Function Steering Control, Reverse Camera, Cruise Control, Upgraded Anti-theft Alarm (Agent)","1 Owner, Agent Model With Full Service History And Agent Warranty Till 2019! Assured Accident Free, Welcome Evaluation. In Excellent Condition, Selling Due To Upgrade. Higher Spec Premium Model. Lowest Depreciating SUV, Car Of The Year & Built In The UK. Own This Unparalled Beauty With Just 20% Down Payment And An Attractive Interest Rate Of Just 2.28%! Trade In Welcome. Contact Us For An Appt Now",51506,18689,13689,50343,1,SUV,"PARF Car, Premium Ad Car",TRUE
Honda Vezel 1.5A X,86800,10130,19-Oct-16,2860,2016,"22,000 km ",Auto,1496,682,96.0 kW (128 bhp) View specs of the Honda Vezel (2014),1190,"1.5L I-VTEC Engine Producing 128BHP, Keyless Ignition. Electronic Brakes, CTBA, VSC, Cruise Control, Eco Mode, Digital Aircons.","Leather Seats, Sports Rims, Pioneer Player With Steering Controls/USB/Bluetooth, Reverse Camera And Sensors, Fog Lights, Retractable Side Mirrors.",100% Loan Approval! Bank And In House Loan Available! No Gimmicks! Highest Trade In Value For Your Car! Priced Lowest In The Market Yet Comes With Full Accessories! Lowest Price In The Market! Call Us Now To Book A Pleasurable Test Drive And Enjoy Special Offer From Us!,51506,23251,14552,51357,1,SUV,PARF Car,TRUE
BMW 3 Series 328i Gran Turismo,95800,14980,21-Jun-13,1647,2013,"79,000 km ",Auto,1997,1210,180.0 kW (241 bhp) View specs of the BMW 3 Series Gran Turismo (2013-2016),1595,"Powerful 2.0L 4 Cylinder Inline TwinPower Turbocharged, Valvetronic. 241Bhp, 350Nm Of Torque. 0 To 100Km/H In Just 6.1s. Fuel Consumption Of 15.4km.","Sunroof, HID HeadLights, Keyless Entry & Start, BMW I-Drive. Paddle Shifters, Electric Tailgate, Driver Electric Seats With Memory, Rear Aircon.",Consignment Unit! Immaculately Maintained By Current Owner! Low Cash Up Front And Flexible Loan Schemes Available! View To Believe Condition! Buy From Trustworthy Dealer And We Will Workout A Win Win Package For Your Dream Car. Viewing Strictly By Appointment Only!,83001,49377,56128,76811,2,Luxury Sedan,PARF Car,TRUE
Honda Vezel 1.5A X Honda Sensing,85800,8270,28-Jun-18,3479,2018,"1,100 km",Auto,1496,682,96.0 kW (128 bhp) View specs of the Honda Vezel (2014),1190,"Powered By 4 Cylinders Inline DOHC I-VTEC Engine, CVT Transmission, 129BHP, FWD, Fuel Tank 40L, Traction Control, Cruise Control, 8 Airbags.","Led Head Light, Leather Seats. 16"" Original Factory Fitted Sports Rims. DVD Player With Reverse Camera, Steering Audio Controls. Cruise Control.","Honda Sensing Technology With 1 Owner, Almost Brand New Condition, Beautiful And Exquisite Red Exterior And Black Interior. In House Loan Available With High Approval Rate. Owner Sold Due To Requirement For More Seating Capacity So Contact Us Now To Grab This Fast Before It's Gone!",34400,22617,13664,43084,1,SUV,"PARF Car, Almost New Car, Low Mileage Car",TRUE
BMW 5 Series 528i,87000,16020,3-Dec-12,1444,2012,"80,800 km ",Auto,1997,1210,180.0 kW (241 bhp) View specs of the BMW 528i,1620,"2.0L In-line 4 Twin Turbo 241hp, 8 Speed Steptronic Auto Transmission, ABS, ESP, PDC, Comfort/sports Mode.","Gps Navigation, Keyless Start/stop, I-drive, Reverse Camera, Bluetooth Connectivity, Cruise Control, Paddle Shift, Soft Close Doors, 19"" Sports Rim.",PML Car. Accident Free. Low Mileage Done. Well Maintained. 1 Owner. Schedule A Test Drive Today. Viewing Is Strictly By Appointment Only.,92100,46723,46723,66958,1,Luxury Sedan,"PARF Car, Consignment Car",TRUE
Ferrari 458 Italia,505000,96270,16-Aug-12,1337,2012,"22,000 km ",Auto,4497,4728,416.0 kW (557 bhp) View specs of the Ferrari 458 Italia (2010-2015),1515,"4.5L Naturally Aspirated V8 With 7 Speed Twin Clutch Transmission Producing 570Bhp And 540Nm, 0 To 100Km/H In 3 Seconds.","Electric Memory Seats, Yellow Rev Counter, Yellow Stitching, Front And Rear Sensors, Yellow Carbon Ceramic Brake Disk, Carbon Fiber LED Steering Wheel","Agent Unit Maintained In Immaculate Condition. Stunning Rosso Scuderia Exterior Paintwork Coupled With Bordeaux/Black Colour Leather Interior. Full Electronic Memory Seats, Front And Rear Reverse Sensors, Carbon Fibre Driver Zone LEDs, Yellow Rev Counter And More! The Last Of Ferrari's Naturally Aspirated V8 Engine Producing Excellent Exhaust Note At Extremely High Revs. Call Now For Viewing!",94502,302593,302593,231405,1,Sports Car,"PARF Car, Low Mileage Car",TRUE
Infiniti Q50 2.0T,98000,11490,13-Jan-16,2585,2015,"52,000 km ",Auto,1991,1202,155.0 kW (207 bhp) View specs of the Infiniti Q50 (2014),1644,"2.0L 4 Cylinder InLine 16 Valve Turbocharged Engine, 7 Speed Transmission, Dual Touch Screen Display, ABS, Traction Control, 6 Airbags.","Multi Function Steering, Keyless Start, Auto Headlights, Rain Sensing Wipers, Electrical Retractable Side Mirrors, Reverse Camera/Sensors, LED Lights.","1 Owner, Agent Unit With Full Service History And Warranty. Well Maintained And Serviced Timely. Excellent Upkeep. Always Parked In Shelter. Retired Owner, Looking Ato Upgrade. Car Is In Mint Condition, Almost Brand New. 20% Down Payment Driveaway, Call Us For An Appt.",55001,29385,33139,63837,1,Luxury Sedan,"PARF Car, Premium Ad Car",TRUE
BMW 2 Series 218i Active Tourer,84800,10950,28-Aug-15,2444,2015,"48,000 km ",Auto,1499,684,100.0 kW (134 bhp) View specs of the BMW 2 Series Active Tourer (2014),1360,"BMW Twin Power Turbo 3 Cylinder Engine With 136Bhp, 220Nm Of Torque. 0-100Km/H In 9.2s, Top Speed Of 205Km/H, 6 Speed Transmission, Front Wheel Drive.","Reverse Camera, Parking Assist Tailgate, IDrive With Bluetooth, LED Headlights, Front/Rear Sensors, Advanced Eye Care.","1 Year Extended Warranty Available! 1 Owner, Fully Maintained By Agent. Just Done Warranty Check! Sporty Black With Black Interior. Well Maintained, New SLZ Plate. Drive With Passion! Trade In And High Loan Available. Please Call For Appointment.",62140,25495,22693,58713,1,Hatchback,PARF Car,TRUE
Hyundai Santa Fe 2.4A,79800,12160,12-Aug-14,2064,2011,"51,600 km ",Auto,2359,1634,128.0 kW (171 bhp) View specs of the Hyundai Santa Fe (2010-2013),1718,"Airbags, ABS, Powerful And Reliable 2.4L DOHC Engine, Rear Aircon, Multi Function Steering, Full Sized.","Leather Seats, Sports Rims, Audio System, Electric Seats.","Elegant Red, 7 Seater SUV, One Owner Only, Low Mileage Done, Very Well Maintained, Drive Away With Minimum Down Payment, Flexible In House Loan Packages Available.",67290,21304,21826,54494,1,SUV,PARF Car,TRUE
Toyota Wish 1.8A Elegance,110800,10590,20-Jun-18,3471,2017,10 km,Auto,1798,976,105.0 kW (140 bhp) View specs of the Toyota Wish (2009-2018),1355,"Airbags, ABS, Reliable And Fuel Efficient 1.8L DOHC VVTI Valvematic Engine, 7 Speed CVT Auto, Keyless Start, Auto Climate Control Aircon.","Leather Seats, Sports Rims, DVD Player, Navigation System, Reverse Camera.","Elegant Toyota MPV, Like Brand New, Elegance Model With Navigation System And Reverse Camera, Other Colors Available Too, Low Maintenance Cost, Drive Away With Minimum Down Payment, Flexible In House Loan Packages Available.",38039,19955,19955,51192,1,MPV,"PARF Car, Almost New Car, Low Mileage Car",TRUE
Land Rover Range Rover Evoque 5DR,114800,17920,28-Mar-13,1564,2012,"80,000 km ",Auto,1999,1212,177.0 kW (237 bhp) View specs of the Land Rover Range Rover Evoque (2011),1640,"2.0L 4 Cylinder Inline 16 Valve DOHC Turbocharged, 9 Speed Transmission, Paddle Shift, ABS, 12 Airbags, ESP, Terrain Response Optimization System.","20"" Sports Rims, All Round Sensors With Reverse Camera. Meridian Audio Sound System Worth $17k, Bi-Xenon Headlights, Keyless Entry. Brembo 6 Pot BBK.",One And Only Orange Unit With Customized Bodykit In The Market! Super Well Maintained And Taken Care Off! Low Mileage Done! 100% Accident Free! View To Believe! High Trade In For Your Used Car! Call Us Now To Make An Appointment To View Before It's Sold!,73301,57750,75950,84594,2,SUV,"PARF Car, Premium Ad Car",TRUE
Volvo XC60 T5 2.0A,79800,12730,30-May-13,1626,2012,"106,000 km ",Auto,1999,1212,177.0 kW (237 bhp) View specs of the Volvo XC60 (2008-2017),1768,"2.0L Turbocharged Engine Producing 237Bhp, 6 Speed Transmission With Tiptronic, Multi Function Steering, Cruise Control, Keyless Entry/Start Button.","Factory Audio System, CD/USB/AUX/iPod/Bluetooth Audio, Telephony. Power Tailgate. Electric/Memory Seats. Parking Sensors.",Excellent Condition And Well Maintained. Full Agent Maintain With Service Record.EXTENDED WARRANTY AVAILABLE! Side Scuff Plate With Front And Rear Fenders. Last Major Servicing Done! Trade In And High Loan Available. Please Call For Appointment.,62000,38611,46056,59893,2,SUV,PARF Car,TRUE
MINI Cooper S 2.0A 5DR,117900,14740,21-Jan-16,2592,2015,"17,000 km ",Auto,1998,1210,141.0 kW (189 bhp) View specs of the MINI Cooper S 5-Door (2015-2018),1240,"Output Of 141kW, 192Bhp At 4700 To 6000Rpm, Acceleration 0 To 100Km/H In 6.8s, Top Speed At 230Km/H, Max Torque/Revs 280Nm At 1,250 To 4,750Rpm.","17"" Sports Rims, Leather Seats, Navigation System With 8.8"" LCD Screen, Multi Function Steering Wheel, Bluetooth, Park Distance Control, USB/Aux-In.","10% Down Payment Or Lowest Monthly Installment Of $989. Consignment Car, White Silver, MINI Next 360 Degree Checked, Comfort Access, Start/Stop Button, 6 Speed Automatic Transmission, 6 x Airbags, Full Serviced Record, Please Call For Viewing Appointment.",55089,27967,26154,58782,2,Sports Car,"PARF Car, Low Mileage Car",TRUE
Audi A5 Coupe 2.0A TFSI Quattro,56000,12960,17-May-11,883,2010,"97,000 km ",Auto,1984,1194,155.0 kW (207 bhp) View specs of the Audi A5 Coupe (2008-2012),1550,"Powerful 2.0 TFSI Turbocharged Engine, 6 Speed Automatic S-Tronic Dual Clutch Transmission, Quattro All Wheel Drive With Dynamic Control.","Sports Rims, Electric Seats, LED Day Running Lights, Auto Lights, Parking Assist Sensors, Retractable Side Mirrors, Rear Knockdown Seats.",Lady Driver. 1 Owner Only. Well Maintained And All Major Problems Related To Audi Resolved. New Roof Lining.,56011,49163,49163,43079,1,Sports Car,"PARF Car, Direct Owner Sale",TRUE
Maserati GranTurismo 4.2A (COE till 05/2028),153000,16260,9-May-08,3430,2008,"69,000 km ",Auto,4244,4332,298.0 kW (399 bhp) View specs of the Maserati GranTurismo (2008),1880,"4.2L, V8 Engine Produces 405Bhp, 6 Speed ZF Auto Transmission, Paddle Shifters, Electric Seats, Auto Lights, Auto Wipers, Navigation, Bluetooth.","MC Sports Front Bumper, Customised Staggered Sports Rims, Front 20'', Rear 21'',Cruise Control, Multi Functional Steering Wheel, Auto Folding Mirrors.","Discover This Beautiful Unique CYS Paddle Pop Wrap Unit With Its MC Stradale Kit & Sporty/Luxurious Red Interior. The Unmistaken Legendary Sound Can Only Come From A Powerful, Naturally Aspirated, All-Italian V8. Servicing Done Monthly By Discerning Owner, New Tyres, Brake Pad, Disc Rotors. Trade In And High Loans Available. Call/Whatsapp Now To Arrange An Appointment For Viewing",38712,108302,108302,36421,5,Sports Car,"COE Car, Premium Ad Car, Low Mileage Car",TRUE
Audi Q7 2.0A TFSI Quattro,241888,20960,4-Oct-18,3575,2018,10 km,Auto,1984,1194,190.0 kW (254 bhp) View specs of the Audi Q7,2105,"Audi Q7 2.0 TFSI 4 Cylinders Inline 16 Valve DOHC Turbocharged, 190.0 KW (254 Bhp).","Audi Virtual Cockpit, Keyless Engine Start, Reverse Camera, Electrically Folding Third Row Seats, Rear And Passenger Blinds.",Flexible Loan And Financing Available. 5 Years Comprehensive Warranty And Free Servicing Package. Immediate Stock Available.,32000,55727,72309,85636,1,SUV,"PARF Car, Almost New Car, Low Mileage Car",TRUE
MINI Cooper 1.6A,36800,10960,31-Mar-11,837,2011,"81,800 km ",Auto,1598,742,90.0 kW (120 bhp) View specs of the MINI Cooper (2007-2014),1105,"Iconic Mini Cooper. 2011 Facelift Model. See Newer Bonnet, Bumper And Interior Dashboard. Improved 2011 N16 Prince Engine, Not N12 Engine From 2010.","Receipts Available For Over S$3,000 Of Preventive Measures Done. Water Pump, Oil Filter, Valve Cover Gasket, Solenoid Valve Changed In 2018.","Look Closely At Photos. Low Mileage Second Car. Serviced At Mini Habitat With Full Records. New Mini Battery And New Run Flat Tyres. Bonus: 17"" Limited Ed Mini Bayswater Edition Rims. Well Maintained. Polished Bi-Weekly. Daily Sheltered Parking. Road Tax Renewed Till End March 2019. This Is My 2nd Mini And I Bought A 3rd Mini Reaching Soon. View To Appreciate Before Negotiating. Thank You.",43813,23291,23291,24034,4,Hatchback,"PARF Car, Direct Owner Sale",TRUE
Land Rover Range Rover Evoque Convertible 2.0A Si4 HSE Dynamic,215900,21960,21-Oct-16,2862,2016,"13,000 km ",Auto,1999,1212,177.0 kW (237 bhp) View specs of the Land Rover Range Rover Evoque Convertible (2016-2018),1936,"Turbocharged 2L Petrol Engine Producing 240bhp And 340Nm Of Torque Mated To 9 Speed Auto Coupled To AWD, 0-100kmh In 8.6 Sec.","10"" InControl Touch Pro LCD W Navigation Pro, Perforated Windsor Leather 12 Ways Seats, Reverse Cam, All-Terrain Progress Control. Z-folding Roof.",The World's First Luxury Compact SUV Convertible. The First Unit That Reached Our Shores. Be One Of Very Few To Own This In Sg. A True Lifestyle Family Car. 5 Years Agent Warranty And Free Servicings. High Specifications HSE Dynamic Package. Call Now To Make An Appointment To View.,56410,63696,86653,109314,2,Sports Car,"PARF Car, Premium Ad Car, Low Mileage Car",TRUE
Bentley Flying Spur 4.0A V8,505000,54140,30-Jun-15,2386,2015,"12,000 km ",Auto,3993,3940,373.0 kW (500 bhp) View specs of the Bentley Flying Spur (2013),2417,"Powerful 4.0L V8 Twin Turbo Charged Engine, AWD, ABS 4WD, 8 Speed Auto Transmission, 500Bhp, 660Nm Of Torque, 0 To 100 Km/H In 5.2sec.",Navigation. Bluetooth. Reverse Camera. Auto Tailgate. Paddle Shifters. Keyless Engine Start And Multi Function Steering. Sunroof.,"5 Year Wearnes Warranty/Servicing. Very Low Mileage And The Interior Still Looks Like New. Almost New Condition. 100% Accident Free. Special Trendy Newmarket Tan Interior. Embroidered Bentley Logo On Headrest. Multi -Function Steering, Cruise Control, Keyless Engine Start, Auto Climate Control, Front And Rear Car Camera And Soft Close Doors. Please Call To View.",78001,182758,300965,276798,2,Luxury Sedan,"PARF Car, Direct Owner Sale, Rare & Exotic, Low Mileage Car",TRUE
Mazda 5 2.0A Sunroof,92800,9320,29-Dec-17,3300,2017,"23,000 km",Auto,1998,1210,111.0 kW (148 bhp) View specs of the Mazda 5 (2012-2018),1532,"Powerful And Reliable 2.0L 4 Cylinders Inline DOHC SKYACTIV-G Engine, 6 Speed Auto Transmission, Smart Key, SRS Airbags, ABS, Side Mirror Indicator.",Sports Rims. Dual Power Sliding Doors. Multi Function Steering Wheel. Front Camera. Reverse Sensor. Sunroof. Fog Lamps. Knock Down Seats.,"1st Owner, 5 Years Warranty Engine And Gearbox With EuroKars. 100% Accident Free, Very Spacious Inside, Well Maintained Interior And Exterior. Price Negotiable Call Now!",48011,17056,17056,56226,1,MPV,"PARF Car, Direct Owner Sale, Almost New Car",TRUE
Ssangyong Tivoli XLV 1.6A,108000,11160,8-Sep-17,3185,2016,"42,000 km ",Auto,1597,1282,84.6 kW (113 bhp) View specs of the Ssangyong Tivoli XLV (2016),1500,1.6 6 Speed Auto. Diesel (Euro VI) 4 Cylinder Inline 16 Valve DOHC. 115 BHP. 300NM,"Navigation Systems,Reverse Camera, Bluetooth, Touchscreen Display, USB And AUX Connector, Smart Steering.","Stylish White Mid Range SUV, Full Smart Steering, Cruise Control System, Dual Zone Air Condition. Loan Available. Price Inclusive Of GST.",42900,20643,20901,53169,1,SUV,PARF Car,TRUE
Toyota Harrier 2.0A Premium Panoramic,93888,11640,19-Nov-15,2525,2015,"62,000 km ",Auto,1986,1196,111.0 kW (148 bhp) View specs of the Toyota Harrier (2014),1610,Powered By 2.0L Inline 4 Cylinder DOHC. Producing 148BHP. CVT-I Auto Transmission. Keyless Entry. Push Start. Cruise Control.,"Panoramic Sunroof, Reverse Camera/Sensor, USB Inputs, Electric Tailgate, HID Headlights, Multi Function Steering Controls, Electric Leather Seats","1 Owner, Beautiful White Panoramic Roof Unit And Electric Tailgate! Very Well Maintained By A Fussy Owner Since Day 1, Very Stylist SUV For Family, Call And View This Japan Made Urban SUV Now, Loan And Trade In Welcome!",57501,28061,26286,59603,1,SUV,PARF Car,TRUE
Mitsubishi Pajero 3.8A (COE till 08/2028),76000,7820,8-Sep-08,3543,2007,"295,000 km ",Auto,3828,3682,184.0 kW (246 bhp) View specs of the Mitsubishi Pajero (2004-2008),2275,Number Plate Will Be Retained.,"Drop Down Seats, To Accommodate More Passengers. Repaired Most Of The Wear And Tears.",Ready To Embark On An Adventure With Your Friends And Family? Ready To Ride Through The Rough Terrains Of Malaysia And Thailand Or Maybe Even Further? Your Most Important Item For The Adventure Is Now Up For Grab! A Off-Roader Perfectly Constructed For A Comfortable Long Drive. High Loans/Trade Ins Available. Contact Me To Make An Appointment For Viewing! Consignment Unit.,34991,39442,39442,34023,4,SUV,"COE Car, Consignment Car",TRUE
Mercedes-Benz C-Class C180 Coupe,65000,12630,23-Jul-12,1314,2012,"99,000 km ",Auto,1796,974,115.0 kW (154 bhp) View specs of the Mercedes-Benz C-Class Saloon (2011-2014),1520,"7G-Tronic Transmission, 4 Cylinders Inline Blue Efficiency Turbocharged Engine, Eco/Sports Mode, ABS, SRS Airbags.","Speed Sensitive Audio, Automatic Headlights, Rain Sensor Wipers, Electric Leather Seats, Reverse Camera, Climate Control Aircon.","1 Owner Agent Unit. Cheapest On The Market. Pristine Interior And Exterior Condition, No Scratches/Dents. All Servicing Records Well Kept. Black On Black Easy To Maintain. High Loan And Trade In Available. Call Now For Viewing.",85400,38863,38863,56075,1,Sports Car,"PARF Car, Premium Ad Car",TRUE
